user,text,date
kris89,"@JoeTheHint noooo! it's almost winter over here, joe haha. it's about 50 degrees and i'm freezing  so hot chocolate sounds awesome!",Tue Jun 16 18:25:16 PDT 2009
kris89,@TraceCyrus why the hell you guys go to finland and don't come to brazil? ,Wed Jun 17 12:23:30 PDT 2009
kris89,"@littleprinceess i'm missing you, my s.  &lt;3",Thu Jun 18 10:13:31 PDT 2009
kris89,@brunonow hunf bom mesmo oks ;; e acho digno vc vir mesmooo ,Fri Jun 19 15:17:05 PDT 2009
kris89,someone pleaseeee take me to the hint's afterparty! ,Fri Jun 19 20:02:54 PDT 2009
kris89,@JoeTheHint oh thanks for making me jealous. hahahaha. enjoy for me  &lt;3,Fri Jun 19 20:54:43 PDT 2009
kris89,@ddlovato and i have to meet you before i die ,Sat Jun 20 15:17:01 PDT 2009
kris89,@lomoraes ((((((( do you promise me? ,Sat Jun 20 17:53:16 PDT 2009
kris89,@lomoraes ok  i freaking believe in you  and i want you by my side when it happens &lt;3,Sat Jun 20 17:57:08 PDT 2009
kris89,"@mfhband i would, if i was not from brazil! ",Sat Jun 20 18:46:23 PDT 2009
kris89,http://twitpic.com/80i6p - just realized how much i miss these girls and how much i want our march back ,Sun Jun 21 09:21:13 PDT 2009
kris89,@jessisrawr i've neve ate funnel cake  i don't even know what it is hahahaha.,Wed Jun 24 21:14:03 PDT 2009
ReporterHaley,Operation Clean Room has commenced! Oh and laundry time too ,Mon Jun 01 13:11:57 PDT 2009
ReporterHaley,@BigHeadAsian what happened to you guys last night...you missed out on the VIP party  Hope those noodles were good!,Sun Jun 07 09:22:18 PDT 2009
ReporterHaley,think I'm just going to talk to people on twitter all day because my real voice still sounds terrible after losing it Friday night ,Mon Jun 15 08:45:13 PDT 2009
ReporterHaley,@ls949 Oh yeah that accident I was in a while ago pushed the arc out of my neck and straightened it. Bad for supporting a heavy head ,Tue Jun 16 19:13:36 PDT 2009
ReporterHaley,@firestarter_916 Kipton has a funny name  Bad boys are only good for one thing...they don't seem to last very long. I hope she knows that.,Mon Jun 01 23:16:31 PDT 2009
ReporterHaley,@RochelleVeturis is eating prime rib and crabs legs for breakfast...I'm eating crepes and fruit ,Sun Jun 07 10:50:21 PDT 2009
ReporterHaley,@BenRoy High School Musical is the best Ben Roy! I know you know the songs ,Sun Jun 07 17:31:51 PDT 2009
ReporterHaley,@CoachChelsey I thought it was a pretty good movie! Thanks for watching with me ,Sun Jun 14 23:15:52 PDT 2009
mileycfan93,"Have been with Anne Laila and Katja, we made a movie, haha xD School tomorrow ",Mon Jun 01 13:15:48 PDT 2009
mileycfan93,"@mileycyrus U deserved it, Im happy for u  And then all our voting was worth &lt;3 when u won the award &lt;3 congrats &lt;3 Love u &lt;3",Mon Jun 01 01:55:44 PDT 2009
mileycfan93,Just saw Desperate housewvies  Love it &lt;3,Tue Jun 02 13:26:24 PDT 2009
mileycfan93,Came home earli from school 12.10 pm ;) Going to watch desperate housewives now ,Wed Jun 03 03:49:34 PDT 2009
meshia25,wants people at work an on twitter to stop bragging about their g1 updates because i dont have one yet ,Mon Jun 01 13:19:02 PDT 2009
CartoonAndrew,I got my rabbit put down today ,Mon Jun 01 13:19:34 PDT 2009
CartoonAndrew,"@nesquicus Nope, thats not it ",Sat Jun 20 14:26:56 PDT 2009
CrimeOfLove,"@RealAudreyKitch Awesome. I'll go and help you... but I couldn't, I'm so far away! ",Mon Jun 01 13:31:54 PDT 2009
CrimeOfLove,"@katemthompson Yay! This must being an amazing day, I guess. Are you feeling okay now, right?  I hope so...",Sun May 31 18:24:21 PDT 2009
PZCherokee,Just found out we will have to move  Very frustrated!,Mon Jun 01 13:47:21 PDT 2009
titoburito,why are all the amazing bands coming to england during my GCSE EXXAM TIME COME 2 WEEKS LATER AND I WOULD BE FREE ,Mon Jun 01 13:53:31 PDT 2009
titoburito,there is a moomin land in finland :o and ttobie said we can't go to it ,Mon Jun 15 14:22:18 PDT 2009
titoburito,ME LUCY AND TAMZ gott a blog check it out  --&gt; http://razdazical.blogspot.com/,Tue Apr 21 02:05:54 PDT 2009
titoburito,ITS FRIDAY enjoying the first no revision day ,Fri May 22 05:12:18 PDT 2009
titoburito,step one down spoke to the lawyers just gotta complete ideas and business plan before june ends ,Mon Jun 01 12:43:25 PDT 2009
titoburito,GOT MY SIMS 3 TODAY ,Sat Jun 06 07:58:56 PDT 2009
JessDau,just found out Ian left The Cab.... ,Mon Jun 01 13:53:31 PDT 2009
JessDau,"mo mam, this is the 2nd sat that i have off! ",Sat Apr 18 07:20:59 PDT 2009
JessDau,haha just did my first EVER twitpic! ,Tue May 26 23:15:33 PDT 2009
JessDau,Excited for not having to go to work tomorrow! ,Sat May 30 23:05:35 PDT 2009
karawilliamson,"handling some swap drama on @craftster.  Actually get to be the co-organizer, I was supposed to be...too bad it's dealing with a flaker. ",Mon Jun 01 13:56:15 PDT 2009
karawilliamson,sometimes I hate having two days off in a row.  I come back to work having to do damage control. ,Sun Jun 07 06:56:05 PDT 2009
karawilliamson,meeting was a little scary.  One girl freaked out &amp; said it ws about her and no one else.  They're still in HR &amp; I'm in the store early. ,Thu Jun 18 09:36:11 PDT 2009
crazytink08, i miss my sister i hope this week goes by fast!,Mon Jun 01 14:04:01 PDT 2009
crazytink08,I hate being woke up at 8 in the morning for no reason! Grr. . . . . Going back to bed dont wake me  *jaimiereneelynn*,Sat Jun 06 06:48:43 PDT 2009
crazytink08,Nighty night time  . . . . .Good night!,Mon Jun 01 23:26:22 PDT 2009
beansmomy,@ilovetrance87 bein a crybaby this mornin! 2 early 4 him ,Mon Jun 01 14:10:23 PDT 2009
beansmomy,@ilovetrance87: yeah I got it. But its not a promotion aftrall  I think theyr jus doin that now bc of the budget. Ima giv it a yr n c.,Tue Jun 02 07:58:54 PDT 2009
Bonkeerrs,@charinafay  im broke .. again . D:,Mon Jun 01 14:16:21 PDT 2009
Bonkeerrs,I want the lyrics for LET THE BEAT ROCK ! ,Tue Jun 23 11:25:22 PDT 2009
Bonkeerrs,@Jessica_Song HAHAHHAHAA SCENE MINUS THE EMONESS ! xD ahhahahahhahahahaha that would be hilarious ,Sat May 30 20:47:15 PDT 2009
tinyloudmoron,"All of Jamie's stuff is moved in! Now for the fun part: unpacking. Man, I'M still not unpacked.  ...Granted, I'm a disorganized slob, but.",Mon Jun 01 14:18:02 PDT 2009
KimmyQueen,@glennbeck Just heard that you are addicted to this LOL. That Jonah guy is cute. I bet he is married ,Mon Jun 01 14:18:50 PDT 2009
KimmyQueen,@JohnGaltKnows Good for you! I wanted to go for an Masters in Business but time and money constraints  Maybe later who knows!,Tue Jun 16 16:21:30 PDT 2009
kvandenhoek,had the worst day that I have ever had at work.  ,Mon Jun 01 14:23:03 PDT 2009
caitlinekelley,@Ali_Sweeney When r u on?  Or did I miss u already ,Mon Jun 01 14:24:13 PDT 2009
Infallible_Love,still at the hospy. i'm tired ,Mon Jun 01 14:26:19 PDT 2009
Infallible_Love,i hate homework  bio is laaame. i should've taken the class a long time ago =/ gah!! &amp; i miss mah bbys =(( &lt;|3,Tue Jun 02 22:39:55 PDT 2009
Infallible_Love,qq bake a cake! just bc I ask WHYYY....i seem to cause problems! lmao!! that's a new one! good night tweets ,Sun May 31 03:04:46 PDT 2009
Infallible_Love,"@krystal_nichole b.	http://bit.ly/yfydM  how exciting, right?! ",Sat Jun 06 15:09:56 PDT 2009
questionmark7,Noo. Not until we eat homewreckers at the beach ,Mon Jun 01 14:28:49 PDT 2009
questionmark7,Aww  sounds like my day minus the end.,Wed Jun 17 20:07:46 PDT 2009
questionmark7,i kissed a girl and I liked it. the taste of her cherry chapstick. I kissed a girl just to try it.  hahahaha siiiiiiiikeeee ;),Fri May 22 08:00:12 PDT 2009
questionmark7,Hey janelle!  after your little &quot;cat nap&quot; maybe you can get on my CD lmao jk. You can make it sunday. Ja ja ja,Fri May 29 14:59:20 PDT 2009
questionmark7,http://twitpic.com/6872j - One last one for the night. Brit and her brother ,Fri May 29 18:43:05 PDT 2009
questionmark7,Lmao except in one part you got the spoiled cubans  that's where my cousin lives,Sat May 30 11:52:33 PDT 2009
questionmark7,Lol me and britt just figured it out. We'll go to my house when the parties done and we can tan in my backyard till we're black ,Sat May 30 12:02:43 PDT 2009
questionmark7,Awww. Watch the breakfast club. Get some productive ideas ,Sat May 30 12:26:57 PDT 2009
questionmark7,make some cute cookies for school tuesday  that's exciting,Sun May 31 11:39:55 PDT 2009
questionmark7,http://twitpic.com/6fllv - Fire pit  I'm soo excited for tomorrow,Mon Jun 01 16:47:08 PDT 2009
questionmark7,High school musical uno. let the madness begin ,Sat Jun 06 13:18:56 PDT 2009
lrkane,"@realityraver nope!  can't decide if i'm disappointed, angry or just resigned to the type of mother I have. Perhaps chocolate will help?",Mon Jun 01 14:42:13 PDT 2009
lrkane,@harrietrobson nope  even rang the home phone from my mobile to be sure. i'll give her til tonight before i really go apeshit,Mon Jun 01 15:03:50 PDT 2009
lrkane,@harrietrobson apparently! ,Wed Jun 17 01:53:19 PDT 2009
lrkane,"@annamori with voda, but want whoever has the best plan. It's gonna cost a bomb  wondering if I should go a business plan instead",Thu Jun 18 13:57:52 PDT 2009
lrkane,realised it's best i not make cupcakes if i half half a gastro bug ,Fri Jun 19 02:24:05 PDT 2009
lrkane,"@greenteadesigns ps could have sworn blind I was already following you, but definitely am now ",Sun May 03 06:19:29 PDT 2009
lrkane,"@missamanda yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy ",Mon May 04 01:27:58 PDT 2009
lrkane,"@seancarmody as long as you've seen the UK version of Life, far more satisfying than the US version ",Sun May 31 04:02:12 PDT 2009
lrkane,@mummifiedx5 yay! ,Sun May 31 04:48:37 PDT 2009
lrkane,"@harrietrobson yeah, they have their own postcode! still, his eyes are nice ",Mon Jun 01 05:17:53 PDT 2009
lrkane,@badmummy currently drawing up one of those too  should make future jobs (somewhat) easier... i hope!,Tue Jun 02 03:53:22 PDT 2009
lrkane,"@sillykittyish yeah, i'm ok, car's still drivable thankfully. focusing on the positives is taking a lot of effort, but it'll get easier ",Wed Jun 03 02:56:14 PDT 2009
lrkane,@Riayn good luck!! i know you'll kick arse and take names ,Tue Jun 16 00:50:22 PDT 2009
kiirzten,i wanted to go to pinkpop as well ,Mon Jun 01 14:50:01 PDT 2009
lynnkale,Just heard that clients don't find site usability to be a priority. Sad to have spent so much time on something that will crash and burn. ,Mon Jun 01 14:50:45 PDT 2009
flacabasta,SS essay... ,Mon Jun 01 15:15:00 PDT 2009
RafaelAlpizar,"@ Work Late.... not sure if anyone knows, but did i mention i hate Nortel... and now i hate AT&amp;T... 8 plus hours of this crap! ",Mon Jun 01 15:34:45 PDT 2009
RafaelAlpizar,Just got to my doc appointment... ,Fri May 22 06:59:43 PDT 2009
RafaelAlpizar,Having dinner @ Ruby Tuesday.  trying to relax.,Mon Jun 01 18:05:59 PDT 2009
dean1991music,im alredy missing winter.... ,Mon Jun 01 15:54:25 PDT 2009
dean1991music,@mr_swain thats not good ,Wed Jun 03 03:36:09 PDT 2009
dean1991music,@arielbrionda HAVE A GOOD DAY ,Sun Jun 07 19:12:33 PDT 2009
roy758,"sad that everyone leaves  First, Galh (@glhrsh88) and then Lital ",Mon Jun 01 15:54:48 PDT 2009
roy758,going back to the base... that means no more episodes of &quot;weeds&quot; for this week ,Thu Jun 25 05:53:03 PDT 2009
roy758,listening to some Korin Alal songs and enjoying it very much ,Sat Jun 06 21:59:18 PDT 2009
roy758,"@yossierd I did that... well, I'm still stupid in the morning, but it's not that bad.. I'm just overreacting I guess. thanks anyway ",Tue Jun 16 01:40:44 PDT 2009
AI35,Friday ima be without the only stable thing in my life   ,Mon Jun 01 16:02:50 PDT 2009
AI35,In Mr. Paul class listenin to &quot;Love In September&quot; by Brutha  ,Mon Jun 15 05:19:55 PDT 2009
majik00,Still not getting new tweets ,Mon Jun 01 16:18:08 PDT 2009
maHHtin,"soooo tired, relizing that i NEVER sleep anymoreee... ",Mon Jun 01 16:23:19 PDT 2009
DeeNeeSee,Wanna go to the movies ,Mon Jun 01 16:34:41 PDT 2009
grachececilio,Really tragic   http://idek.net/D4o or sounds to me like LOST! I guess that would be a better scenario...one with survivors!,Mon Jun 01 16:51:54 PDT 2009
luv4donnie,@dannywood so disappointed u left ur Miami fans without Full Service!!! ,Mon Jun 01 16:53:53 PDT 2009
serge_turtle,"Insecure and unloved. Friendship is hard, especially after nine years. I want to cry ",Mon Jun 01 17:09:08 PDT 2009
uthrawr,waking up at 4 just to be early to school to study chemistry.  in the end im not studying thoo.,Mon Jun 01 17:11:00 PDT 2009
uthrawr,"my dad delete all my software, so that he could install age of empires.  URGHHH..",Mon Jun 01 23:28:47 PDT 2009
uthrawr,"the hard ones are done, now the results . ",Mon Jun 01 23:37:06 PDT 2009
uthrawr,is craving for CRADBURY FREDDO STRAWBERRY ..  nomnomnom..,Sat May 30 03:49:41 PDT 2009
uthrawr,i miss tumblr for almost two days.. too many too re-blog ,Sat May 30 04:03:26 PDT 2009
x3_tati,"@Dannymcfly danny, had you got a blue rat? please, say that you still with him ",Mon Jun 01 17:11:08 PDT 2009
Senator_Amidala,Does Hayden have to get married?!   I want my Anakin!,Mon Jun 01 17:19:51 PDT 2009
tiffanyjmanager,@thepresidentjx3  damn near  on a silver platter for u    call  me later J.,Mon Jun 01 17:31:18 PDT 2009
cirena,@408Down It's one of the reasons I'm psyhced about Textbroker: new company to US providing new jobs! Too bad about layoff on your end. ,Mon Jun 01 17:35:05 PDT 2009
cirena,Oh drat. Was all excited to evaluate a new writer ostensibly from Green Bay. However IP-Address says &quot;India.&quot; Bummer. ,Tue Jun 23 16:12:29 PDT 2009
cirena,@skydiver Never knew you were a Meatloaf fan! ,Fri May 29 15:58:21 PDT 2009
Blactuary,Heidi and spencer are michigamua-esque ,Mon Jun 01 17:35:33 PDT 2009
Annerbelle,@megan_massie you wouldn't be able to understand me  I had to take 2 my back hurts so bad so I'm in and out on the couch,Mon Jun 01 17:37:03 PDT 2009
KwisTeaChu,30 minutes of sleep + no lunch + fitness test = ,Mon Jun 01 17:38:15 PDT 2009
Tristian25,"I finally have my new computer updated, still very hectic at the office! I have been out of town so much my cactus died ",Mon Jun 01 17:46:46 PDT 2009
MyerJo29,@turquoiseink Yeah so I picked the right door and won another song download today. Apparently I will never pick the important one. ,Mon Jun 01 17:50:54 PDT 2009
MyerJo29,I've seen this damn Hershey's commercial and the JC Penney commercial 3 times today....this does NOTHING to help the RF withdrawals! ,Wed Jun 03 10:29:52 PDT 2009
MyerJo29,@turquoiseink I know.  and do we have a posse set to make the trip on August 8th?,Sat Jun 06 13:54:27 PDT 2009
MyerJo29,@Trax23 But...but....I'm not done with him yet! ,Mon Jun 22 13:31:49 PDT 2009
MyerJo29,@turquoiseink Much appreciated!  ,Sat May 30 07:44:56 PDT 2009
MyerJo29,And how excited am I to see Conan O'Brien on my tv again?!?  ,Mon Jun 01 20:36:45 PDT 2009
MyerJo29,@h011yp0p Blasphemy! Rent started in 1996 and they just ended the broadway show last year. Nothing beats the original cast! ,Tue Jun 02 20:11:35 PDT 2009
MyerJo29,Okay...10.5 pages of the first draft of my thesis are done...so now I can go to bed.  ,Tue Jun 02 21:03:58 PDT 2009
MyerJo29,Everyone should follow @RyanStar.  That is all.  ,Sat Jun 06 11:51:47 PDT 2009
MyerJo29,@h011yp0p I prefer David Cook staring...like the 3 seconds I got of it in Athens. ,Sun Jun 07 18:23:54 PDT 2009
kaysarang,did the gre test today! it took all day!   Now back to trying to talk to my parents about my fulbright award... ,Mon Jun 01 17:51:27 PDT 2009
dannorris,This is quite possibly the slowest hotel internet connection I've ever used. Downloads will have to wait I guess. ,Mon Jun 01 18:03:18 PDT 2009
dannorris,Thanks to all for your nice thoughts. It was a lot of work and even more fun! Come diving with me sometime! Need lessons? ,Tue Apr 21 01:25:46 PDT 2009
iamica,Hates when my sleep is being interrupted! :| 5 hours of sleep ,Mon Jun 01 18:11:08 PDT 2009
iamica,"Don't blame, it wasn't my fault. What do you get for telling me those? Pissed. ",Wed Jun 03 04:29:07 PDT 2009
iamica,Having a hard time using Blackberry ,Sun Jun 07 04:09:09 PDT 2009
iamica,@czasuzara miss you too! ,Mon Jun 01 02:30:14 PDT 2009
iamica,likes the weather. rain + dimmed room = ,Wed Jun 03 00:31:59 PDT 2009
iamica,Gossip Girl Marathon ,Wed Jun 03 02:00:01 PDT 2009
Johnboyy,Oh great. VIrtual risk. ,Mon Jun 01 18:14:01 PDT 2009
Johnboyy,@Jenivere THAT IS NOT A BIKINI! ,Tue Jun 02 04:36:45 PDT 2009
Johnboyy,!!!!!!!!!!!!!!!!!!!! No MGS1!? ,Thu Jun 18 04:55:21 PDT 2009
Johnboyy,@C_S15 @RocketMinx Did you see the Burnout tweets!? Have you both got BSI yet? Sad @wilbossman is out. ,Sat Jun 20 05:09:42 PDT 2009
Johnboyy,I was having so much fun as well. ,Mon Jun 22 13:14:05 PDT 2009
Johnboyy,"@leonHurley Yeah, it was all peacefull and quiet and then I pushed start... Lovin' it too! ",Sun May 31 03:24:21 PDT 2009
Johnboyy,And June also brings E3! Sony press conference 7pm our time tomorrow night! ,Mon Jun 01 03:30:57 PDT 2009
Johnboyy,@RocketMinx Well searched! ,Mon Jun 01 05:37:53 PDT 2009
Johnboyy,@OPM_UK Will look forward to opinions post haste. ,Mon Jun 01 17:35:53 PDT 2009
Johnboyy,Wow. Turned out to be quite a night. ,Fri Jun 05 21:05:58 PDT 2009
Johnboyy,Topless MGO FTW! Friday is MGS4's 1st birthday too and Kojima has promised us all a present.... ,Sun Jun 07 07:03:19 PDT 2009
Johnboyy,@bodbod Yay! Someone got it! ,Mon Jun 15 13:58:38 PDT 2009
vickieeee,@AlexAllTimeLow I had a bad day ,Mon Jun 01 18:27:59 PDT 2009
vickieeee,Bye Ian Crawford  &lt;3,Sun Jun 07 07:38:06 PDT 2009
vickieeee,Angry  Grr,Tue Jun 16 08:00:13 PDT 2009
vickieeee,Really cold and tired. Taking a nap since my family hates me and nobody will come home to take me anywhere ,Fri May 22 07:25:59 PDT 2009
vickieeee,"@juliadee Awwwww, i know the feeling. Tweet it out girly love yaaa ",Sat May 30 06:48:58 PDT 2009
Nickrob,@chasewhale me too ,Mon Jun 01 18:30:12 PDT 2009
miSS_MoDeL,"this dude is FUCKIN CRAZY!, no lie! i have a feeling he's gonna be my future stalker  yall just dnt know....",Mon Jun 01 18:32:22 PDT 2009
miSS_MoDeL,@DanggItsDevin when you said &quot;no comment&quot; i hope that wasnt meaning sumthing bad.... ,Tue Jun 02 21:44:08 PDT 2009
miSS_MoDeL,"@theofficialjco awww, poor Josh ",Fri Jun 05 12:52:32 PDT 2009
miSS_MoDeL,"@DayyummPuspos lol, well its just kinda weird......i hope he can make it.... ",Fri Jun 19 09:36:36 PDT 2009
miSS_MoDeL,@souljaboytellem &lt;---is a trending topic again ,Sun May 10 20:41:53 PDT 2009
miSS_MoDeL,"@kj2012 hell yea, their accents are to die for ",Sun May 17 20:43:38 PDT 2009
miSS_MoDeL,"FUCK THIS! I'm bout to jump in their pool, i dnt give a fuck! ",Sat May 30 15:07:28 PDT 2009
miSS_MoDeL,"Dayummmm!, @DayyummPuspos has the CUTEST boyfriend! ",Sat May 30 23:41:52 PDT 2009
miSS_MoDeL,"lmao, i love Family Guy! ",Mon Jun 01 20:57:23 PDT 2009
miSS_MoDeL,"just woke, in the car...i had a really good sleep. bout to eat at McDonalds, Mmmm pancakes! ",Wed Jun 03 07:36:10 PDT 2009
miSS_MoDeL,This weekend is gonna be funnnnn ,Mon Jun 15 17:39:24 PDT 2009
miSS_MoDeL,I can't wait til my new shirt that I bought online comes in! Its all Purpington and 'ish ,Mon Jun 15 22:29:56 PDT 2009
milkshakesmelt,@lealeabobeeah I miss the old us. ,Mon Jun 01 18:35:17 PDT 2009
iloveyardhouse,I really miss working down town ,Mon Jun 01 18:48:21 PDT 2009
broken_thought,I come back to work and find out one of my coworkers has accused me and to others of trying to flirt with a 13 year old bowler ,Mon Jun 01 19:05:35 PDT 2009
broken_thought,I fail at life  fml,Sat Jun 06 12:54:25 PDT 2009
broken_thought,@LS_FEARLESS ,Thu Jun 18 22:08:43 PDT 2009
broken_thought,@suicidalgrace thats insane  i'm sorry hun,Fri Jun 19 18:25:37 PDT 2009
broken_thought,Picking up luggage ,Sun May 31 23:53:22 PDT 2009
oamandao,Watching the series finale of Medium. It's the end of an era. ,Mon Jun 01 19:09:54 PDT 2009
dramaclub,Very worried our 10 year old weim is really sick.  Waiting for Animal hospital to tell us what's wrong.  Really hope she is okay.  ,Mon Jun 01 19:18:33 PDT 2009
JohnRayFowler,"@trent_reznor How'd the show go in Chicago on Friday, I missed it ",Mon Jun 01 19:43:18 PDT 2009
dearestvanee,i think im getting sick  ...noooo. -.-,Mon Jun 01 19:51:40 PDT 2009
dearestvanee,"listening to some danger: radio!&lt;3 i had fun today with jeneva, jamie, jennel, and nicole. pretty random but yeah ",Mon May 11 22:03:17 PDT 2009
Lawnm0wer,Back from the video sooo excited. My feet hurt ,Mon Jun 01 20:04:29 PDT 2009
Lawnm0wer,"@turminallyill I totally would too, omg I missed you and Alex's stickam the other night ",Sat Jun 06 13:48:32 PDT 2009
_apoetsmind,"@discoletsgo soooooooo jealous, i lost all my legos ",Mon Jun 01 20:17:48 PDT 2009
rufferthanstuff,@konstantine15 I want to go with you ,Mon Jun 01 20:18:07 PDT 2009
StephC27,last week of COMPLETE freedom until august 21st ,Mon Jun 01 20:28:48 PDT 2009
scoofy,early bedtime in williamsburg... tomorrow is my last day...   ,Mon Jun 01 20:34:19 PDT 2009
acceptmyreality,@kristijoklemm Pastetli?  Ew. There aren't any Swiss people here either ,Mon Jun 01 20:44:26 PDT 2009
shimmysmily,"just finised my relationship but im not that sad like i expected.... yea,,, abit sad ",Mon Jun 01 20:50:30 PDT 2009
MakariaFarm,Neighbour's building another 10-ft-high burn pile . . . wish the clean air bylaws had some teeth ,Mon Jun 01 20:52:31 PDT 2009
gennaa92,convocation in 2 daysssssssssssssss. i cant believe high school is over ,Mon Jun 01 20:58:42 PDT 2009
Sugasugamama,@cesarlino09 aww I want the new one ,Mon Jun 01 20:59:37 PDT 2009
Sugasugamama,Longg ass night!! gonna stay home and watch movies 2nite!! ,Sat May 30 21:57:31 PDT 2009
darcio90,@karatetentacles awww don't die.  I would cry. Or maybe sigh. That is no lie...yeah I'm done.,Mon Jun 01 21:12:20 PDT 2009
piratesaregrand,"cherry savex and butterfinger chocolate bars, i need to find these items ",Mon Jun 01 21:20:37 PDT 2009
piratesaregrand,"this is my 100th twitter. sorry, i dont have anything awesome to say ",Sat Jun 06 05:12:58 PDT 2009
piratesaregrand,i just sprayed some spray paint. now the whole house smells and i have a headache ,Sat Jun 06 21:56:25 PDT 2009
piratesaregrand,i dont think i cooked my dinner enough ,Sat Jun 06 23:08:07 PDT 2009
piratesaregrand,it is not home time ,Sun Jun 07 17:35:50 PDT 2009
piratesaregrand,"so so so angry, my as new mercedes, is now just a merc with a sad ass  some dick slammed into the back off me while sitting in traffic",Tue Jun 16 22:47:25 PDT 2009
piratesaregrand,so who wants to donate me $500? stupid excess ,Wed Jun 17 02:05:24 PDT 2009
piratesaregrand,"i really need to make my back crack, but it just wont ",Thu Jun 18 19:59:16 PDT 2009
piratesaregrand,@ctrl_zed i hate them so bad  the top underneath has singlet straps,Thu Jun 18 20:55:05 PDT 2009
piratesaregrand,tomorrow my car gets its bum stripped ,Sat Jun 20 23:36:36 PDT 2009
piratesaregrand,"gutted, head like a hole is postponed ",Tue Jun 23 16:08:12 PDT 2009
crlyksr,"Aw, New Moon looks so bad  Can't wait to see Michael Sheen in it, though!",Mon Jun 01 21:21:51 PDT 2009
deegospel,@embrownny i have no days off ,Mon Jun 01 21:32:45 PDT 2009
deegospel,"@shawneda Thanks, Shawneda for making me sound so cool &amp; sweet. LOL #followfriday  I think I'm ice cold at times, too. ",Fri Jun 05 16:40:11 PDT 2009
deegospel,@deberryandgrant oops. Bret Michaels on The Tony's No way. Bad no way.  #tonyawards,Sun Jun 07 17:05:39 PDT 2009
deegospel,"@whiteribbon I would like to talk to you about White Ribbon for a mag article I'm working on. Follow, then DM me. My deadline is today. ",Mon Jun 15 09:43:59 PDT 2009
deegospel,"@TribeBuilder oops, Gina. I missed your tweet. ",Wed Jun 17 20:11:57 PDT 2009
deegospel,@KimNCarswell I left around 8. had another event.  we have to meet,Fri Jun 19 09:59:07 PDT 2009
deegospel,"@stanice ooh, i wished i was there. i had to cut my travelling short this month. ",Fri Jun 19 19:38:36 PDT 2009
deegospel,I am still editing my synopsis. Will I ever get to the sample pages. Thanks @chicklitgurrl for the great line edit. what a pay it forward ,Sat May 02 13:08:19 PDT 2009
deegospel,"@freyaswilliams hi, Freya. Let's meetuop soon. ",Sat May 30 09:47:48 PDT 2009
deegospel,@Atlanta_Steam I'm following you now. DM me. Thanks. ,Fri Jun 05 19:54:15 PDT 2009
deegospel,"@MarkIrwin Hey, Mark. I will check it out. In 140 characters or less..what is LOTGG? ",Sat Jun 06 18:40:14 PDT 2009
musicalgator,things have certainly changed. ,Mon Jun 01 21:53:21 PDT 2009
musicalgator,Why?.... I feel like my life is going down the drain. Sometimes it feels slow at others so fast. It hurts to know whats gonna happen b4. ,Tue Jun 02 00:44:33 PDT 2009
musicalgator,Hate it when im forced to listen to my ipod. It always seems necessary for me to do that when im around him. Grr. ,Wed Jun 17 20:13:43 PDT 2009
musicalgator,Reading bd. Have my ipod on shuffle. Love it. ,Sat May 02 11:03:30 PDT 2009
scratchback2001,Bugger all cos i still have this shocking cold ,Mon Jun 01 22:15:01 PDT 2009
withnoremorse,Oh noes. Owie caught it too ,Mon Jun 01 22:17:35 PDT 2009
withnoremorse,Finally starting on the 30Legends scrapbook ,Tue Jun 02 01:14:53 PDT 2009
withnoremorse,Hahah yay taught Mat &amp; Tyler how to play drums ,Mon Jun 15 19:26:27 PDT 2009
carmendamodle,@IamTwitSwag damn didn't say hi to me none today so rude of your n so mean ,Mon Jun 01 22:19:09 PDT 2009
NDGrinder,KKJT no good vs AA36 down to 21k ,Mon Jun 01 22:20:13 PDT 2009
NieceJanel,I think I have a paper cut on my toe! ,Mon Jun 01 22:21:44 PDT 2009
NieceJanel,Looonnnnng day of camp and 69 more to go!! Now iM at rehearsal for SNL! Miss'n the mister! ,Mon Jun 15 18:19:02 PDT 2009
NieceJanel,"want'd to try to spend time with the mister tonight...but thas out!  for the last time today, happy bDay Mom! nighty-Night Tweets! zzZzZzZ",Sat Jun 20 21:45:42 PDT 2009
NieceJanel,"520 and we have 5 kids left!! Parents aren't normally this late...hmmm, whas goin on out there?? I miss Deon! ",Tue Jun 23 15:22:07 PDT 2009
Athena1310,i miss my brother and sis n law  not to mention my fast growing niece and nephew. wish i was in cali with them,Mon Jun 01 22:24:46 PDT 2009
Athena1310,"ugh 3 hours of sleep is not enough, and i dont think that i will be able to fall back asleep ",Sun Jun 21 05:00:26 PDT 2009
KristenParr,"Watching a movie but hubby is sleeping instead of watching with me  Oh well, he's been up since 3am so I can't blame him. I just miss him",Mon Jun 01 22:26:33 PDT 2009
KristenParr,Signing off for the day.I need a shower in a bad way  then it's off to meet a friend for coffee and catching up  Have a great day ya'll,Sat Jun 06 12:30:25 PDT 2009
KristenParr,I'm signing off for night and gonna try to get some sleep  I may not be on twitter much this week due to aforementioned crazy week ,Sat Jun 06 21:43:14 PDT 2009
hawkmistress,"Looks like it's going to be another gorgeous day, with a high pollen count ",Mon Jun 01 23:02:13 PDT 2009
frankbrondum,Bad news  they finally blocked twitter on Army Computers in Kuwait  oh noes,Mon Jun 01 23:05:13 PDT 2009
