user,credit_record_status,job_yrs,home_type,loan_months,age,marital_status,job_type,debt,loan_amt,price_of_good
Woozle2009,GOOD,10,OWNER,60,36,MARRIED,FIXED,0,1100,1100
XeroAU,BAD,10,OWNER,24,53,MARRIED,FIXED,0,1750,2038
XoXoJeliza,GOOD,13,OWNER,60,50,MARRIED,FIXED,0,800,1268
Joanjazzz,GOOD,13,OWNER,60,43,MARRIED,FIXED,0,890,1196
AritheGenius,BAD,5,OWNER,60,35,MARRIED,FIXED,400,1150,1406
Jlo22190,BAD,8,OWNER,60,30,MARRIED,PARTTIME,500,1000,1339
Micaiahb,GOOD,12,OWNER,60,27,MARRIED,FIXED,0,1300,1359
0bzeek,GOOD,22,OWNER,36,45,MARRIED,FIXED,0,1200,2267
Mencoshop,GOOD,0,OWNER,60,24,SINGLE,PARTTIME,1200,850,1412
LMULABABy,GOOD,0,OWNER,24,38,MARRIED,FIXED,0,500,1214
JohnRayFowler,GOOD,5,OWNER,60,48,MARRIED,FIXED,0,1300,1400
__cinnamon__,GOOD,20,OWNER,60,44,MARRIED,FIXED,0,1400,1599
amenaagha,GOOD,7,RENT,48,59,MARRIED,FIXED,0,1250,1525
MelissaAnita,BAD,25,RENT,36,55,MARRIED,FREELANCE,0,500,600
XxemilwexX,GOOD,10,OWNER,36,26,MARRIED,FIXED,1800,500,690
YOUwitthMEE,GOOD,3,OWNER,48,39,MARRIED,FIXED,0,1270,1613
JohndenBraber,BAD,1,OWNER,48,34,MARRIED,FREELANCE,1500,1000,1191
MikeWalker,GOOD,11,RENT,60,58,MARRIED,FIXED,0,1150,1363
MikesTheNinja,GOOD,2,OWNER,48,26,SINGLE,FIXED,0,1000,1114
MelyssaRave,BAD,1,OWNER,48,24,MARRIED,PARTTIME,1600,500,500
0mnicide,GOOD,9,OWNER,60,45,MARRIED,FIXED,0,1100,1340
JesterBri,GOOD,25,OWNER,48,52,MARRIED,FIXED,0,800,1300
amannnnda,GOOD,2,OWNER,60,45,MARRIED,FIXED,0,900,1500
Anechoic,GOOD,3,RENT,36,23,SINGLE,FIXED,0,700,1199
MissNigz,GOOD,2,OWNER,36,24,MARRIED,FIXED,400,800,1928
Mattymcneill,GOOD,0,OWNER,36,25,MARRIED,FIXED,1751,225,375
JenzBenz,GOOD,30,OWNER,60,62,MARRIED,FIXED,400,800,1314
allysonmarek,BAD,4,OWNER,24,22,SINGLE,FIXED,0,1000,1000
LaurenPosh,BAD,7,OWNER,36,38,MARRIED,FIXED,1500,450,550
KwisTeaChu,BAD,14,OWNER,60,33,MARRIED,FIXED,0,1500,1813
LaSheyllSherray,GOOD,3,OWNER,60,33,MARRIED,FIXED,2686,800,880
Matthew_Grimm,GOOD,0,OWNER,48,38,MARRIED,FIXED,0,1400,1689
Amy_Bubz,GOOD,7,OWNER,60,29,MARRIED,FIXED,500,1000,1290
WhatAboutSam,BAD,11,OWNER,48,26,MARRIED,FIXED,0,200,1871
_Nai,GOOD,1,OWNER,36,24,MARRIED,FIXED,0,1200,1702
JennyKiwi,GOOD,2,OWNER,36,42,MARRIED,FIXED,0,1500,2195
Mattblanchette5,GOOD,7,OWNER,60,25,MARRIED,FIXED,1500,1400,1432
Jennnnabobennna,GOOD,16,OWNER,60,39,MARRIED,FIXED,0,750,1346
amurana,GOOD,12,OWNER,36,47,MARRIED,FIXED,0,460,470
WiccaBoy666,GOOD,6,OWNER,60,25,MARRIED,FREELANCE,2500,950,1177
MattCockett,GOOD,7,OWNER,12,23,MARRIED,FIXED,0,500,1595
Julietterenee,GOOD,7,OWNER,48,29,MARRIED,FIXED,0,500,1700
WifeyMcWifeyson,GOOD,2,OWNER,48,23,SINGLE,PARTTIME,1200,1200,1426
JuliaMak,GOOD,11,OWNER,60,44,MARRIED,FIXED,0,1400,1731
Zephilla,GOOD,8,OWNER,24,40,MARRIED,FREELANCE,0,400,475
Mayradeaguero,BAD,0,OWNER,36,27,MARRIED,FREELANCE,1500,600,780
WeatherKim,GOOD,2,OWNER,60,27,SINGLE,FIXED,0,600,960
AspenRose723,GOOD,10,OWNER,60,28,SINGLE,FIXED,0,1300,1743
Ky_hamho,BAD,3,OWNER,12,26,SINGLE,FIXED,0,1000,1844
Ziggybaby,GOOD,4,OWNER,48,29,MARRIED,FIXED,0,1000,1226
_TheSpecialOne_,GOOD,4,OWNER,60,32,MARRIED,FIXED,0,830,935
1990_leo_lion,GOOD,3,OWNER,60,25,MARRIED,PARTTIME,200,1000,1342
MaxMacKay,GOOD,0,OWNER,18,39,MARRIED,FIXED,0,350,1236
_Chelswee_,GOOD,8,OWNER,60,34,MARRIED,FIXED,0,1300,1300
_TakeMyHeart,GOOD,22,OWNER,60,36,MARRIED,FIXED,0,1300,1579
bowsersoulstar,GOOD,13,OWNER,60,43,MARRIED,FIXED,0,1600,1805
imykyl,GOOD,8,OWNER,60,32,MARRIED,FIXED,1800,1300,1590
robynemu,GOOD,8,OWNER,60,32,WIDOW,FIXED,0,1350,1729
HeatherLynn407,BAD,3,OWNER,48,28,MARRIED,FIXED,2500,1000,1200
blameitonme7,GOOD,20,OWNER,36,51,MARRIED,FIXED,0,675,775
JessicaCavallo,GOOD,3,OWNER,18,24,MARRIED,PARTTIME,0,600,925
Lillysun,BAD,0,OWNER,36,28,SINGLE,PARTTIME,0,1500,1539
enithhernandez,GOOD,25,RENT,60,48,MARRIED,FIXED,0,1450,1575
mspuppette,BAD,0,OWNER,48,26,MARRIED,FREELANCE,0,1400,1463
whosawhatsit,GOOD,17,OWNER,48,42,MARRIED,FIXED,0,700,1386
Grutas16,GOOD,4,OWNER,48,42,MARRIED,FIXED,0,1000,1683
Johkool,GOOD,6,OWNER,48,35,MARRIED,FIXED,1125,700,1226
DirtyBird4life,GOOD,10,OWNER,60,50,MARRIED,FREELANCE,0,700,985
youngwatts,GOOD,11,OWNER,48,34,MARRIED,FIXED,435,1500,1627
mehrunnisa,GOOD,0,OWNER,60,25,MARRIED,FIXED,0,1250,1350
xris15,GOOD,1,OWNER,42,33,MARRIED,FIXED,606,1400,1700
raiseyourglass,GOOD,1,OWNER,60,21,SINGLE,FIXED,0,1650,2151
kelseysaurusrex,GOOD,5,OWNER,60,40,MARRIED,FIXED,0,1200,1291
astynes,GOOD,1,RENT,48,64,MARRIED,FREELANCE,0,600,927
MeGAn__x__o,GOOD,0,OWNER,48,28,SINGLE,FIXED,0,1000,1210
theferf,GOOD,33,OWNER,36,56,MARRIED,FIXED,0,800,981
debeeeast,GOOD,13,OWNER,60,28,MARRIED,FIXED,144,1350,1496
KenGillett,GOOD,7,OWNER,60,44,MARRIED,FIXED,0,1450,1625
aburaglia,GOOD,18,OWNER,60,39,MARRIED,FIXED,0,1400,1471
mistah_adot,GOOD,10,OWNER,60,46,WIDOW,FREELANCE,0,1100,1375
mailien,GOOD,2,OWNER,60,30,MARRIED,FIXED,750,800,865
msnikkijay,GOOD,14,OWNER,60,51,MARRIED,FIXED,0,950,957
littlemissdoug,GOOD,10,OWNER,48,28,SINGLE,FIXED,933,1000,1529
iLoV3m3xO,BAD,4,OWNER,60,42,MARRIED,FREELANCE,108,1000,1025
issajones,BAD,13,OWNER,60,30,MARRIED,FIXED,0,1100,1417
IanPhotography,GOOD,30,OWNER,36,66,SINGLE,FIXED,0,800,1251
wcoast1973,GOOD,15,OWNER,36,47,MARRIED,FIXED,0,1500,2154
LisaJLivingston,BAD,1,OWNER,60,42,MARRIED,FIXED,250,1000,1245
jonshiach,GOOD,3,OWNER,60,29,MARRIED,FIXED,1690,1100,1127
nerelle,GOOD,12,OWNER,36,32,MARRIED,FIXED,0,800,1280
LeilaniARC,GOOD,2,OWNER,48,31,MARRIED,FIXED,900,300,925
KatarinaDivine,BAD,14,OWNER,60,44,MARRIED,FIXED,0,1210,1450
taraiskewl,BAD,0,OWNER,36,36,MARRIED,FREELANCE,0,1300,2246
deegospel,GOOD,6,OWNER,48,53,MARRIED,FREELANCE,0,900,1281
Valalba,GOOD,7,OWNER,30,29,SINGLE,FIXED,0,500,1634
carlottap,GOOD,0,OWNER,60,26,MARRIED,FIXED,0,1310,1464
miamalene,GOOD,12,OWNER,60,27,MARRIED,FIXED,0,1000,1556
MinaScope,BAD,3,OWNER,36,43,MARRIED,FREELANCE,0,600,800
GarethPrice,GOOD,20,OWNER,36,48,MARRIED,FIXED,0,1000,2188
1bpm,GOOD,24,OWNER,60,45,MARRIED,FIXED,0,900,1541
SammyMeltz,BAD,18,OWNER,48,43,MARRIED,FIXED,0,1400,1403
LoVe150,GOOD,11,OWNER,60,38,MARRIED,FREELANCE,0,1000,1182
JesykaCouture,GOOD,31,OWNER,48,45,MARRIED,FIXED,270,900,1522
xhotin,GOOD,3,OWNER,36,40,MARRIED,FIXED,0,800,1200
melbbrowneyes,BAD,0,OWNER,60,30,MARRIED,FREELANCE,0,1250,1365
_Desperado,BAD,16,OWNER,60,42,MARRIED,FIXED,0,870,873
annaaa19,GOOD,20,OWNER,60,51,MARRIED,FIXED,0,500,625
antar22,GOOD,20,OWNER,36,36,MARRIED,FIXED,0,1500,2000
christina_evans,GOOD,19,OWNER,60,54,MARRIED,FIXED,0,1300,1534
magentablanky,GOOD,11,OWNER,60,34,MARRIED,FIXED,0,950,1241
guykawasaki,GOOD,10,RENT,36,47,SINGLE,PARTTIME,0,400,872
artofcletus,BAD,25,OWNER,60,44,SINGLE,FIXED,360,1050,1606
lounedefrayy,BAD,7,OWNER,60,32,MARRIED,PARTTIME,0,1300,1553
shanut,GOOD,3,OWNER,60,32,MARRIED,FIXED,0,1600,2131
pinkcarat,GOOD,7,OWNER,60,32,MARRIED,FIXED,2000,1000,2236
fieza46,GOOD,23,OWNER,60,43,SINGLE,FIXED,0,1050,1228
andrewdotnich,GOOD,0,OWNER,12,22,SINGLE,FIXED,0,300,509
ANF_x,GOOD,12,OWNER,60,28,MARRIED,FIXED,1394,900,1082
hristo_deshev,GOOD,2,OWNER,60,26,MARRIED,FIXED,0,300,1329
tayalouise,GOOD,6,OWNER,36,36,MARRIED,FIXED,0,475,675
iloveyardhouse,GOOD,2,OWNER,60,26,MARRIED,FIXED,0,1300,1855
lizzzzzyyyyy,GOOD,1,OWNER,12,22,SINGLE,FIXED,0,200,1156
rkhooks,BAD,25,OWNER,60,56,MARRIED,FREELANCE,0,800,975
ktsteppers,GOOD,13,OWNER,60,28,MARRIED,FIXED,0,1175,1375
AnnaTarkov,GOOD,3,OWNER,60,35,MARRIED,FIXED,1200,700,845
thisisKristine,BAD,0,OWNER,48,39,MARRIED,PARTTIME,0,1000,1603
Calvy7,BAD,1,OWNER,12,56,MARRIED,FREELANCE,0,500,1705
dollbait,GOOD,1,OWNER,60,36,MARRIED,FIXED,0,650,1645
Traceysays,BAD,3,OWNER,48,38,MARRIED,FREELANCE,0,600,882
TLs4,GOOD,15,OWNER,36,35,MARRIED,FIXED,0,1600,2122
gamefreak9310,GOOD,13,OWNER,60,40,MARRIED,FIXED,540,970,1270
joy_,GOOD,11,OWNER,60,46,MARRIED,FIXED,0,1400,2194
DarlaFrantz,BAD,21,OWNER,60,36,MARRIED,FIXED,0,2000,2220
Tiffany_LA_Girl,GOOD,26,OWNER,60,56,MARRIED,FIXED,0,1400,1477
AudriSaurus,GOOD,1,OWNER,48,42,WIDOW,FREELANCE,0,1300,1700
atizine,GOOD,18,OWNER,60,32,SINGLE,FIXED,150,1600,2200
noobde,GOOD,1,OWNER,24,38,MARRIED,FIXED,0,850,1260
barrister2010,GOOD,3,OWNER,48,29,MARRIED,FIXED,0,700,1104
toddvic,GOOD,4,OWNER,60,26,MARRIED,FIXED,1500,600,1137
cowgirlchef,GOOD,1,OWNER,60,30,MARRIED,FREELANCE,1000,1000,1514
143Brandon,BAD,0,RENT,36,36,MARRIED,PARTTIME,0,500,1350
bblboy54,GOOD,25,OWNER,24,48,MARRIED,FIXED,0,225,525
annistars,GOOD,3,OWNER,60,27,MARRIED,FIXED,1000,700,1083
bleau,BAD,1,OWNER,48,40,SINGLE,FIXED,0,1100,1144
demobugmenot,GOOD,9,OWNER,36,29,SINGLE,FIXED,0,1886,2886
sirpopey,BAD,1,OWNER,60,38,MARRIED,PARTTIME,0,1000,1025
kevinwinter,GOOD,37,OWNER,48,63,MARRIED,FIXED,0,700,808
FtWashMDExport,BAD,24,OWNER,60,46,MARRIED,FIXED,1300,1400,1530
Roo166,GOOD,14,OWNER,60,39,MARRIED,FIXED,1200,750,1888
Kayla_Kakes,GOOD,11,OWNER,30,27,MARRIED,FIXED,0,1200,1531
snarkykisses,BAD,2,OWNER,60,20,SINGLE,FIXED,0,1300,1637
emmrz,GOOD,5,OWNER,60,42,MARRIED,FIXED,0,1090,1190
emmielou1387,GOOD,6,OWNER,48,28,MARRIED,FIXED,0,650,1255
danielemoore,GOOD,1,OWNER,60,33,MARRIED,FIXED,0,1190,1190
mutairy,GOOD,20,OWNER,30,52,MARRIED,FIXED,0,250,1287
Its_A_Cyn,BAD,0,OWNER,48,40,MARRIED,PARTTIME,0,600,710
Jenna_Marie_x,GOOD,8,OWNER,48,52,MARRIED,FIXED,0,1000,1887
TPolc,GOOD,4,OWNER,60,33,MARRIED,FIXED,100,400,1244
JLCF,GOOD,24,OWNER,60,43,SINGLE,FIXED,0,1320,1680
takesunset,GOOD,23,OWNER,60,38,MARRIED,FIXED,0,1900,2357
andrzejkala,GOOD,6,OWNER,48,35,MARRIED,FREELANCE,350,1300,1588
StephC27,GOOD,25,OWNER,60,51,MARRIED,FIXED,0,900,995
iamdelle,GOOD,0,OWNER,60,57,MARRIED,FREELANCE,0,950,1070
asiiL,BAD,0,OWNER,24,37,MARRIED,PARTTIME,0,500,963
KristenParr,BAD,14,OWNER,60,53,MARRIED,FREELANCE,0,1800,1979
Triplj4,GOOD,2,OWNER,36,37,MARRIED,FIXED,0,310,1119
ilychristian,GOOD,4,OWNER,48,40,MARRIED,FIXED,200,800,800
KadenceBrooke,GOOD,20,OWNER,36,37,MARRIED,FIXED,0,450,950
almostnurse9,GOOD,18,OWNER,60,42,MARRIED,FIXED,0,1850,2034
cholosediaren,GOOD,6,OWNER,48,52,MARRIED,FIXED,0,1500,1905
natsays,BAD,2,OWNER,60,38,MARRIED,FIXED,500,1700,1888
tripsdad,GOOD,19,OWNER,60,49,MARRIED,FIXED,0,1100,1477
CaprielFazzini,BAD,0,OWNER,60,31,MARRIED,FIXED,0,1550,1679
jaytessie,GOOD,12,RENT,60,38,MARRIED,FIXED,0,1400,1742
p00per,GOOD,1,OWNER,60,28,MARRIED,FIXED,270,1000,1119
sammichfelge,BAD,7,OWNER,60,31,MARRIED,FIXED,991,1050,1158
caroldonada,GOOD,5,OWNER,60,37,MARRIED,FREELANCE,196,1300,1625
bikobiko,BAD,0,OWNER,36,26,SINGLE,PARTTIME,350,375,500
beanatx,GOOD,1,OWNER,60,22,SINGLE,FIXED,0,1300,1517
alicerachelneo,GOOD,12,RENT,36,52,MARRIED,FREELANCE,0,200,1240
shezbox,BAD,1,OWNER,60,22,SINGLE,FREELANCE,0,2275,2300
Patty360,GOOD,15,OWNER,60,34,MARRIED,FIXED,0,750,1624
dreyuhdramatic,BAD,3,OWNER,36,45,MARRIED,FIXED,0,650,650
good_heritage,BAD,1,OWNER,48,25,MARRIED,PARTTIME,0,890,890
azizk,GOOD,8,OWNER,36,48,MARRIED,FIXED,0,670,857
Raniabubu,BAD,4,OWNER,60,33,MARRIED,PARTTIME,1000,1300,1795
allgutsnoglory,GOOD,26,OWNER,60,51,MARRIED,FIXED,0,1350,1357
samiamagirl,GOOD,20,OWNER,18,40,MARRIED,FIXED,0,800,1717
TeemuO,GOOD,15,OWNER,60,63,MARRIED,FIXED,266,1000,1241
hyakkajiten,GOOD,0,OWNER,24,41,MARRIED,FIXED,0,450,600
filmnadlanu,GOOD,7,OWNER,36,24,MARRIED,FIXED,0,1100,1460
joulieboolie,GOOD,17,OWNER,60,42,MARRIED,FIXED,0,1000,1594
_christyGIRL,BAD,4,OWNER,36,26,SINGLE,FREELANCE,0,1300,1475
LesleySmith,GOOD,6,OWNER,48,33,MARRIED,FREELANCE,0,1100,1526
helenst,GOOD,2,OWNER,60,38,MARRIED,FIXED,500,1100,1263
vcuspoon,BAD,0,OWNER,60,38,MARRIED,PARTTIME,0,1500,1702
nizhonisun,GOOD,2,OWNER,60,37,MARRIED,FIXED,1100,1250,1763
Chasex313,GOOD,15,OWNER,48,44,MARRIED,FIXED,200,800,1218
EMManiac,GOOD,10,OWNER,48,37,WIDOW,FIXED,450,500,1155
chades212,GOOD,14,OWNER,60,37,MARRIED,FIXED,0,700,1700
kalzonex3,GOOD,1,OWNER,60,33,MARRIED,FREELANCE,2900,1400,1803
kaitlynmueller,GOOD,0,OWNER,60,31,MARRIED,FIXED,0,1100,1170
Rob_in_Grantham,GOOD,13,OWNER,60,36,MARRIED,FIXED,45,1400,1625
Neesalun,BAD,1,OWNER,60,24,MARRIED,PARTTIME,2000,1700,1825
Vareena,GOOD,29,OWNER,48,60,MARRIED,FIXED,0,1050,1550
neilstewart,BAD,6,OWNER,60,29,SINGLE,FREELANCE,0,1000,1183
adriankhall,GOOD,14,OWNER,60,35,MARRIED,FIXED,0,1100,1622
__dMan,GOOD,20,OWNER,54,59,MARRIED,FREELANCE,0,500,984
Zaqoo,GOOD,17,OWNER,48,34,MARRIED,FIXED,0,1250,1650
Donna_Reid,GOOD,28,OWNER,24,53,MARRIED,FIXED,0,500,788
luck_runs_out,GOOD,0,OWNER,12,65,MARRIED,FREELANCE,0,200,431
damnELECTRIC,GOOD,2,OWNER,30,26,MARRIED,FIXED,250,600,1292
AnnaLMachell,GOOD,15,OWNER,48,32,MARRIED,FIXED,0,795,1458
cAitxOx,BAD,3,OWNER,48,26,MARRIED,FREELANCE,0,150,816
MamaToBebeAdan,GOOD,3,OWNER,60,30,MARRIED,FIXED,2400,1000,1120
KathLat,GOOD,19,OWNER,36,37,MARRIED,FIXED,260,600,940
laneybix,BAD,3,OWNER,60,53,MARRIED,FIXED,0,1350,1453
simsgalore,GOOD,14,OWNER,48,36,MARRIED,FIXED,200,1100,1250
TWUC_Tara,GOOD,39,OWNER,60,58,MARRIED,FIXED,0,1380,1623
OhBlee,GOOD,4,OWNER,48,30,MARRIED,FIXED,1000,800,1350
KelseyKiss,GOOD,11,OWNER,48,42,MARRIED,FIXED,1200,700,1703
ilunamanna,BAD,0,OWNER,60,49,MARRIED,FREELANCE,0,1600,1815
dean1991music,GOOD,6,OWNER,36,23,MARRIED,FIXED,1500,650,1158
TheSexiestNerd,BAD,15,OWNER,36,49,MARRIED,FREELANCE,1728,1650,2755
MYRPerez,BAD,11,OWNER,60,42,MARRIED,FIXED,0,1200,1322
digib,GOOD,2,OWNER,36,38,MARRIED,FIXED,0,650,1100
andrewcrawshaw,GOOD,3,OWNER,12,32,MARRIED,FREELANCE,1800,100,550
jasonmog,GOOD,3,OWNER,60,30,MARRIED,FIXED,1250,1300,1665
pixelscalpel,GOOD,4,OWNER,60,36,MARRIED,FIXED,2000,1500,1615
Adriennesterr,BAD,0,OWNER,48,52,MARRIED,FREELANCE,2432,1520,1670
CremeOfTheeCrop,GOOD,15,OWNER,12,39,MARRIED,FREELANCE,0,700,1100
jemunderwood,GOOD,24,OWNER,60,42,MARRIED,FIXED,0,900,1167
RyanMatsuflex,GOOD,1,OWNER,60,27,MARRIED,FIXED,0,1000,1207
crayolarainbows,GOOD,0,OWNER,42,65,MARRIED,FREELANCE,2000,750,1194
mikearabitg,GOOD,1,OWNER,60,32,MARRIED,FIXED,1300,1200,1410
scoofy,BAD,9,OWNER,60,34,MARRIED,FREELANCE,300,1000,1392
Acoustic__Love,BAD,0,OWNER,12,61,MARRIED,FREELANCE,0,170,1394
WALKERAR,GOOD,4,OWNER,24,32,MARRIED,FIXED,1,500,1045
tiffanyjmanager,GOOD,8,OWNER,36,26,MARRIED,FREELANCE,0,1000,1500
estelm4,GOOD,12,OWNER,36,54,MARRIED,FIXED,0,700,2100
demoness2009,GOOD,9,OWNER,60,26,MARRIED,FIXED,0,750,1546
H2OPinball,GOOD,14,OWNER,60,30,MARRIED,FIXED,2800,600,1125
kautharf,BAD,1,OWNER,60,36,MARRIED,FREELANCE,2000,1500,1743
holycowirock,GOOD,1,OWNER,48,45,MARRIED,FREELANCE,0,1700,1800
beansmomy,GOOD,0,OWNER,60,22,SINGLE,PARTTIME,0,1150,1150
imlounge,GOOD,0,OWNER,60,21,SINGLE,PARTTIME,0,1250,1300
ambboogie,GOOD,9,OWNER,12,26,SINGLE,FIXED,0,1000,1776
xInfoWarriorUKx,GOOD,1,OWNER,48,28,MARRIED,FIXED,1857,1100,1173
liquilife,GOOD,19,OWNER,60,43,SINGLE,FIXED,0,1000,1070
MiSSNARiN,GOOD,15,OWNER,36,43,MARRIED,FIXED,0,1800,2557
vintageBCN,GOOD,15,OWNER,36,39,WIDOW,FIXED,0,600,1196
ladydawnie,GOOD,12,OWNER,36,51,MARRIED,FIXED,0,1200,1400
morganclarke,GOOD,1,OWNER,12,22,MARRIED,FIXED,0,275,450
rosie_hemingway,GOOD,32,OWNER,36,53,MARRIED,FIXED,0,475,550
heyyyitsDre,GOOD,12,OWNER,24,38,MARRIED,FIXED,600,400,1169
danielazak,GOOD,14,OWNER,60,34,MARRIED,FIXED,0,1100,1654
L_Renae,GOOD,2,OWNER,36,24,MARRIED,FREELANCE,1900,700,1780
graffen,BAD,1,OWNER,48,40,MARRIED,FREELANCE,0,750,1720
ryanp84,GOOD,0,OWNER,60,30,MARRIED,FIXED,0,1500,1749
momoflip,GOOD,6,OWNER,48,34,MARRIED,FREELANCE,0,1150,1577
MaartenSt,GOOD,2,OWNER,48,49,MARRIED,FIXED,0,500,1600
bellestarblue,GOOD,8,OWNER,48,31,MARRIED,FIXED,0,1400,1732
librarybeth,GOOD,2,OWNER,60,31,MARRIED,FIXED,0,1000,2095
MissBethAnn,GOOD,3,OWNER,36,49,MARRIED,FREELANCE,0,400,773
KScharn,GOOD,25,OWNER,18,49,MARRIED,FREELANCE,0,300,1275
tracylegs,GOOD,20,OWNER,48,47,MARRIED,FIXED,0,875,1098
BoriquenLuv4U,GOOD,3,OWNER,60,31,SINGLE,FIXED,0,1050,1139
gil_garcia,GOOD,14,OWNER,18,48,MARRIED,FIXED,0,250,300
ChantalKrahn,GOOD,11,OWNER,30,35,MARRIED,FIXED,0,700,1340
BeckaKnight222,GOOD,10,OWNER,12,42,MARRIED,FREELANCE,0,380,913
Ivy__,GOOD,3,OWNER,60,27,MARRIED,FREELANCE,0,1050,1064
Toffeegirluk,GOOD,10,OWNER,60,28,MARRIED,FREELANCE,0,1200,1214
mndo,GOOD,4,OWNER,36,51,MARRIED,FREELANCE,108,575,1075
AlexREWorld,GOOD,2,OWNER,48,24,MARRIED,FIXED,0,700,985
IronChefShellie,BAD,0,OWNER,60,43,MARRIED,FIXED,0,1500,1813
Johnboyy,GOOD,11,OWNER,60,35,MARRIED,FIXED,75,1250,1284
EvynnisSkeletal,GOOD,14,OWNER,48,32,MARRIED,PARTTIME,112,1300,1346
TissieTC,GOOD,3,OWNER,48,28,MARRIED,FIXED,3000,1150,1638
MissMisery,GOOD,10,OWNER,60,33,SINGLE,FIXED,0,950,1104
uthrawr,GOOD,36,OWNER,60,51,MARRIED,FIXED,0,950,1017
Sheri102,BAD,1,OWNER,24,32,MARRIED,PARTTIME,200,175,175
eiraye,GOOD,36,OWNER,60,61,MARRIED,FIXED,0,1350,1650
PartyPlanPat,GOOD,4,OWNER,36,38,MARRIED,FREELANCE,0,800,970
MitchLinkmit,GOOD,5,OWNER,60,24,SINGLE,FIXED,0,1000,1346
bochboch,BAD,3,OWNER,36,36,MARRIED,FREELANCE,0,1300,1500
mike_duron,GOOD,3,OWNER,60,54,WIDOW,FREELANCE,0,950,1382
Lawnm0wer,GOOD,35,OWNER,60,54,MARRIED,FIXED,0,1000,1568
TammySassin,GOOD,15,OWNER,60,30,MARRIED,FIXED,0,1500,1505
Mishapering,BAD,10,OWNER,60,26,MARRIED,FIXED,2000,1700,1900
horseyperrson,GOOD,2,OWNER,48,50,MARRIED,FIXED,0,900,1221
rob1269,BAD,5,OWNER,48,49,WIDOW,FREELANCE,0,1100,1438
webbupdates,GOOD,6,OWNER,48,27,SINGLE,FIXED,0,990,995
Kaine910,GOOD,17,OWNER,48,46,MARRIED,FIXED,0,1400,1718
joanette,GOOD,20,OWNER,60,44,MARRIED,FIXED,0,1250,1463
Bonkeerrs,GOOD,5,OWNER,36,27,SINGLE,FIXED,0,600,1098
kelseymaddoux,GOOD,16,OWNER,36,40,MARRIED,FIXED,0,1300,2305
wolf_09,GOOD,14,OWNER,60,28,MARRIED,FIXED,0,1750,2270
envoguephoto,GOOD,3,OWNER,60,27,MARRIED,FIXED,1500,1800,2090
061490,GOOD,3,OWNER,60,23,SINGLE,FREELANCE,0,1000,1330
jemnaa,GOOD,1,OWNER,60,22,SINGLE,FIXED,200,1350,1450
Saamia,GOOD,9,OWNER,24,45,MARRIED,FIXED,0,500,1430
ilrakmi,GOOD,3,OWNER,48,25,SINGLE,FREELANCE,0,1200,1449
bawjohnson,GOOD,15,OWNER,18,35,MARRIED,FREELANCE,0,300,600
Shpaige,GOOD,19,OWNER,60,55,MARRIED,FIXED,0,1300,1661
Nieves_Herrero,GOOD,16,OWNER,60,51,MARRIED,FIXED,0,900,925
rkb09,GOOD,18,OWNER,36,43,MARRIED,FIXED,0,400,985
LisaCheah,GOOD,8,OWNER,60,28,MARRIED,FIXED,0,1300,1730
OhioNewshound,GOOD,14,OWNER,60,28,MARRIED,FIXED,700,600,700
Alexey993,GOOD,2,OWNER,48,30,SINGLE,FIXED,0,660,1060
musicalgator,GOOD,1,OWNER,60,47,MARRIED,FIXED,0,1500,1711
miSS_MoDeL,GOOD,2,OWNER,36,30,MARRIED,FIXED,0,800,1800
lulzlix,GOOD,5,OWNER,36,43,MARRIED,FREELANCE,0,1800,2300
zoelaurent,BAD,1,OWNER,60,28,MARRIED,FREELANCE,0,1500,1661
deL0SHous,GOOD,3,OWNER,60,38,MARRIED,PARTTIME,0,1000,1037
leesh_mnc,BAD,1,RENT,60,34,MARRIED,FIXED,1500,1400,1508
KiddFloww,GOOD,15,OWNER,48,51,MARRIED,FIXED,0,600,1298
paolakoala,GOOD,2,OWNER,60,21,SINGLE,FREELANCE,0,1000,1522
TEKUMS,GOOD,15,OWNER,60,50,MARRIED,FIXED,0,1150,1400
hkhd,GOOD,18,RENT,60,57,MARRIED,FIXED,0,1300,1604
Hpaolini,BAD,2,OWNER,60,35,SINGLE,FIXED,0,1400,1628
Sian_Roberts,BAD,7,OWNER,60,34,MARRIED,FIXED,0,2000,2221
sarahscare,BAD,0,OWNER,48,34,WIDOW,FREELANCE,0,2370,2540
drfalken,GOOD,19,OWNER,60,35,MARRIED,FIXED,0,1100,1203
JxWolfe,GOOD,10,OWNER,60,32,MARRIED,FIXED,1800,1050,1303
thomasshaw,GOOD,16,OWNER,60,32,MARRIED,FIXED,0,1500,1736
sh880c,GOOD,1,OWNER,60,28,MARRIED,FIXED,0,1500,2326
davidhbigelow,BAD,0,OWNER,60,32,MARRIED,FREELANCE,0,1750,2200
weistudio,GOOD,1,OWNER,24,39,MARRIED,FREELANCE,0,525,1771
limjiaxin,GOOD,10,OWNER,12,36,MARRIED,FREELANCE,0,900,1776
devotchkah,GOOD,2,RENT,60,24,MARRIED,FIXED,0,1750,1900
Katchem,GOOD,20,OWNER,36,47,MARRIED,FREELANCE,0,800,1701
hollyingram1,GOOD,11,OWNER,60,28,MARRIED,FIXED,0,850,978
bplusgrl483,GOOD,23,OWNER,24,46,MARRIED,FIXED,0,400,1369
Dhanbuu,GOOD,5,OWNER,36,47,MARRIED,FREELANCE,0,350,385
